"longspine thornyhead",15926,11841,13975,9180,6249,3654,3110,3092,5218,4960,3310,4956,4909,4863,4640,4880,1962,4376,3789,4206,4327
"Mexican rockfish",0,1,0,0,0,0,0,8,0,1,1,0,0,0,52,95,1,23,10,7,6
"olive rockfish",0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1
"Pacific cod",786,304,199,166,177,89,123,404,301,154,175,240,328,231,96,45,69,24,77,189,114
"Pacific flatnose",2029,0,1206,1743,1689,899,670,759,562,338,268,488,445,348,247,284,120,189,196,199,170
"Pacific grenadier",4653,2187,2643,4334,3157,2593,2415,2590,1928,2136,1417,2135,1824,1827,1557,1174,641,1003,945,1047,855
"Pacific hake",5947,3894,10132,7418,6070,5240,3370,1998,3607,2938,1873,4113,5144,4641,4381,2971,1425,2480,2587,2259,1848
"Pacific ocean perch",1426,565,533,659,628,539,471,907,921,1175,732,991,1165,1150,976,648,345,821,1057,1117,941
"Pacific sanddab",10654,12400,11038,6422,4533,4569,2858,1517,4625,4671,3349,5069,5026,4571,3063,2615,1235,2343,2350,2280,2281
"Pacific spiny dogfish",3859,2635,3732,3928,2477,2902,1661,1727,1661,1534,613,1476,670,771,539,775,489,759,788,763,598
"petrale sole",2915,3540,4776,3842,3463,3069,3440,6057,6187,5407,3446,4822,4236,4385,4265,3784,1797,3769,3457,3679,3353
"pink rockfish",1,0,0,22,21,0,4,2,0,3,2,1,4,0,5,4,0,2,0,20,4
"pinkrose rockfish",0,0,0,12,27,0,93,0,0,0,0,0,0,0,0,6,0,0,6,3,0
"Puget Sound rockfish",0,0,6,0,2,1,0,0,45,0,0,0,0,21,0,24,0,0,0,0,0
"pygmy rockfish",0,171,196,405,248,176,212,32,202,19,418,153,41,376,124,90,53,66,28,16,18
"quillback rockfish",3,0,2,3,20,37,3,2,6,46,2,25,8,9,16,21,16,12,13,5,23
"redbanded rockfish",272,158,171,152,178,146,142,167,211,149,189,223,189,114,270,273,116,226,179,309,209
"redstripe rockfish",1068,527,240,507,356,333,415,61,597,224,408,505,305,647,317,259,168,310,213,233,134
"rex sole",11049,14491,16188,12226,9646,7250,4165,2658,7000,7448,5729,8682,8517,8667,5241,4843,2424,4119,4003,4046,4031
"rosethorn rockfish",1604,1003,931,1578,1320,811,1149,1240,1279,761,811,1010,725,1168,1230,675,227,779,532,650,704
"rosy rockfish",0,3,14,0,41,222,2,5,1,0,3,1,0,9,14,4,24,2,12,21,0
"sablefish",5944,4696,5721,4904,4477,3979,3688,4241,4676,4381,3280,4323,4922,4544,4885,4785,2226,6297,6187,6663,6794
"sand sole",87,87,31,13,39,62,48,93,124,37,47,50,74,26,83,36,42,134,54,106,67
"sharpchin rockfish",2355,1176,890,1283,975,923,938,574,1307,997,874,1421,1093,854,846,723,443,908,487,512,1195
"shortbelly rockfish",2320,2920,2154,1406,1031,841,855,1673,852,918,835,1327,676,809,722,740,386,778,545,438,647
"shortraker rockfish",3,8,8,0,0,0,0,0,0,0,1,3,18,0,3,2,0,0,3,3,9
"shortspine thornyhead",7718,6768,8152,6240,5506,4718,4196,3862,4698,4678,3090,4601,4537,4604,4742,4996,2401,4690,4202,4608,4657
"silvergray rockfish",34,19,51,7,22,20,36,47,116,46,44,16,80,5,75,30,105,5,48,24,91
"soupfin shark",1,0,3,0,0,1,0,1,0,0,0,0,1,4,0,2,0,1,3,0,0
"southern rock sole",25,196,165,169,176,247,197,163,259,279,229,371,361,173,391,242,127,305,131,130,280
"speckled rockfish",0,0,0,17,106,0,19,7,0,1,70,11,0,11,8,1,4,0,5,25,1
"splitnose rockfish",6633,5229,4467,3592,3363,2918,2968,2021,2151,1915,1407,1959,1881,1923,1891,1791,1070,1999,2077,1628,1943
"spotted ratfish",4897,0,3739,3291,3539,2639,2155,1874,3012,3558,2541,3636,3201,3161,3059,2555,1338,2495,2342,2267,1875
"squarespot rockfish",30,166,416,152,427,239,490,185,77,32,528,232,247,329,322,240,206,184,340,217,169
"starry flounder",6,55,54,7,25,23,21,27,62,21,26,36,42,43,29,23,13,16,29,41,30
"starry rockfish",1,3,4,1,6,2,18,2,1,3,2,0,0,2,9,10,16,0,5,2,12
"starry skate",23,15,12,0,15,33,18,35,36,58,37,58,34,48,66,27,12,28,36,23,23
"stripetail rockfish",5952,4852,4647,3332,2302,1812,2057,2115,2640,2139,1200,2192,2117,2065,2423,2226,1364,2514,1820,1816,2057
"swordspine rockfish",0,305,51,436,453,309,175,182,235,18,0,0,96,214,33,227,266,4,8,77,325
"tiger rockfish",2,0,0,3,4,0,1,0,7,1,0,1,0,1,0,0,0,0,1,0,0
"tree rockfish",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"widow rockfish",216,182,197,172,92,26,142,240,313,181,364,349,149,888,310,410,219,66,125,159,485
"yelloweye rockfish",68,21,40,43,26,43,39,52,47,44,38,92,51,91,45,50,34,66,51,53,56
"yellowmouth rockfish",141,0,23,0,0,0,0,1,54,3,10,1,13,85,29,149,0,0,10,64,42
