"giant grenadier",0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,3,6,0,10,0
"gopher rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenblotched rockfish",0,0,0,0,1,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"greenspotted rockfish",0,7,50,26,0,7,6,26,0,0,1,2,0,2,0,0,0,0,0,0,0
"greenstriped rockfish",92,5,30,136,25,12,34,2,7,13,19,0,0,0,0,0,0,0,0,0,0
"halfbanded rockfish",0,11,105,52,17,32,5,38,37,0,2,0,0,20,0,2,0,0,0,0,0
"harlequin rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"honeycomb rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kelp greenling",3,0,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"kelp rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"longnose skate",8,18,49,0,10,53,50,22,6,9,5,0,0,0,0,0,0,6,0,0,1
"longspine thornyhead",331,753,90,175,155,126,69,84,65,40,45,21,58,19,0,0,21,40,0,16,2
"Mexican rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"olive rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pacific cod",1,0,35,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pacific flatnose",109,0,0,58,128,2,30,31,3,18,7,0,14,22,0,0,0,0,0,1,0
"Pacific grenadier",198,310,30,100,172,35,39,94,20,20,20,2,29,20,0,0,2,3,0,15,0
"Pacific hake",103,22,51,156,222,146,24,11,0,2,10,0,1,0,0,0,1,3,0,0,0
"Pacific ocean perch",1,0,0,0,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pacific sanddab",116,375,188,66,273,32,41,10,21,0,30,0,0,21,0,10,0,0,0,0,0
"Pacific spiny dogfish",156,10,110,65,86,56,21,3,1,12,0,0,0,0,0,0,0,0,0,0,0
"petrale sole",5,7,296,38,365,24,10,39,4,3,20,0,0,0,0,1,0,0,0,0,0
"pink rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pinkrose rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puget Sound rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pygmy rockfish",0,0,0,48,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"quillback rockfish",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"redbanded rockfish",53,1,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"redstripe rockfish",4,0,0,6,0,63,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
"rex sole",35,302,205,110,324,68,54,6,7,30,21,0,24,0,0,0,3,10,0,0,0
"rosethorn rockfish",164,0,0,149,60,22,0,7,0,1,0,0,0,9,0,0,0,0,0,0,0
"rosy rockfish",21,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sablefish",94,135,51,47,78,46,67,64,45,20,8,4,16,1,0,1,12,43,0,20,1
"sand sole",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sharpchin rockfish",45,0,0,113,61,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"shortbelly rockfish",0,0,2,0,1,17,10,11,0,0,0,0,0,25,0,0,0,0,0,0,0
"shortraker rockfish",0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1
"shortspine thornyhead",67,196,32,148,60,168,75,86,30,15,14,20,43,2,0,0,24,57,0,10,0
"silvergray rockfish",0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1
"soupfin shark",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"southern rock sole",0,0,3,17,1,2,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0
"speckled rockfish",0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
"splitnose rockfish",63,6,38,136,16,103,60,0,0,5,1,0,21,0,0,0,0,0,0,0,0
"spotted ratfish",137,0,113,99,131,42,41,9,21,26,17,0,11,1,0,0,0,0,0,0,0
"squarespot rockfish",0,0,18,0,0,2,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0
"starry flounder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"starry rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"starry skate",1,0,4,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0
"stripetail rockfish",7,0,0,95,50,0,91,16,0,0,4,0,0,0,0,0,0,0,0,0,0
"swordspine rockfish",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tiger rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tree rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"widow rockfish",2,0,0,0,0,8,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0
"yelloweye rockfish",10,0,0,3,0,3,4,14,0,5,0,8,7,2,24,10,16,2,3,1,5
"yellowmouth rockfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
