"Species","Year","Total no catch","Total postive catch","< 10","10 to 19","20 to 29","30 to 39","40 to 49","50 to 59","60 to 69","70 to 79","80 to 89","90 to 99","> 100"
"Pacific spiny dogfish","Average across years",476.409090909091,161.954545454545,113.545454545455,15.4545454545455,6.59090909090909,4,2.90909090909091,1.95454545454545,1.77272727272727,1.09090909090909,0.772727272727273,0.772727272727273,7.86363636363636
"petrale sole","Average across years",363.454545454545,274.909090909091,117.909090909091,48.5909090909091,29.5,16.2272727272727,10.1818181818182,7.54545454545455,5.27272727272727,3.63636363636364,2.59090909090909,2.31818181818182,11.7727272727273
"quillback rockfish","Average across years",284.454545454545,3.5,3.36363636363636,0,0,0.0909090909090909,0,0,0,0,0,0,0
"redbanded rockfish","Average across years",585,53.3636363636364,49.2272727272727,2.81818181818182,0.409090909090909,0.136363636363636,0.0454545454545455,0,0.0454545454545455,0,0,0,0
"redstripe rockfish","Average across years",625.863636363636,12.5,7.27272727272727,0.863636363636364,0.454545454545455,0.272727272727273,0.181818181818182,0.0454545454545455,0.181818181818182,0.181818181818182,0.136363636363636,0.227272727272727,2.45454545454545
"rex sole","Average across years",242.954545454545,395.409090909091,76.4545454545455,35.7727272727273,26.8636363636364,20.5454545454545,17.3636363636364,16.0454545454545,12.8181818181818,11.4090909090909,10.7727272727273,9.09090909090909,137.181818181818
"rosethorn rockfish","Average across years",589.818181818182,48.5454545454545,24.9545454545455,5.22727272727273,3,2.13636363636364,1.90909090909091,1.18181818181818,1.27272727272727,0.909090909090909,0.409090909090909,0.363636363636364,5.68181818181818
"rougheye and blackspotted rockfish","Average across years",609.909090909091,29.6363636363636,27.3181818181818,1.36363636363636,0.318181818181818,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0,0,0.0454545454545455,0.0454545454545455
"sablefish","Average across years",210.409090909091,427.954545454545,230.363636363636,76.9090909090909,35.3636363636364,18.4545454545455,10.7727272727273,6.68181818181818,3.45454545454545,3.5,2.18181818181818,1.77272727272727,13.7727272727273
"sharpchin rockfish","Average across years",595,43.3636363636364,25.7727272727273,3.13636363636364,1.77272727272727,1.13636363636364,0.863636363636364,0.590909090909091,0.5,0.5,0.318181818181818,0.181818181818182,7.81818181818182
"shortraker rockfish","Average across years",637.5,0.863636363636364,0.818181818181818,0.0454545454545455,0,0,0,0,0,0,0,0,0
"shortspine thornyhead","Average across years",313.318181818182,325.045454545455,123.545454545455,53.4545454545455,28.8636363636364,15,10.6363636363636,7.77272727272727,6.63636363636364,6.13636363636364,4.95454545454545,4.36363636363636,41.4545454545455
"silvergray rockfish","Average across years",631.954545454545,6.40909090909091,4.90909090909091,0.636363636363636,0.454545454545455,0.272727272727273,0,0.0454545454545455,0,0,0,0,0.0454545454545455
"splitnose rockfish","Average across years",510.090909090909,128.272727272727,42.9090909090909,9.90909090909091,6.40909090909091,4.27272727272727,3.68181818181818,3.40909090909091,2.45454545454545,1.90909090909091,1.90909090909091,1.77272727272727,44.2727272727273
"squarespot rockfish","Average across years",628.636363636364,9.72727272727273,5.86363636363636,0.636363636363636,0.318181818181818,0.272727272727273,0.272727272727273,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0454545454545455,0,1.54545454545455
"starry rockfish","Average across years",636.136363636364,2.22727272727273,2.13636363636364,0.0909090909090909,0,0,0,0,0,0,0,0,0
"stripetail rockfish","Average across years",497.727272727273,140.636363636364,55.0454545454545,12.4090909090909,7.22727272727273,4.09090909090909,4.36363636363636,2.45454545454545,2.5,1.81818181818182,1.68181818181818,1.77272727272727,41.9090909090909
"vermilion and sunset rockfish","Average across years",1264.36363636364,12.4090909090909,8.40909090909091,1.36363636363636,0.590909090909091,0.409090909090909,0.227272727272727,0,0.136363636363636,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.454545454545455
"widow rockfish","Average across years",612.954545454545,25.4090909090909,20.4545454545455,1.13636363636364,1.18181818181818,0.181818181818182,0.272727272727273,0.0909090909090909,0.136363636363636,0,0.0454545454545455,0.136363636363636,1.27272727272727
"yelloweye rockfish","Average across years",622.636363636364,15.7272727272727,14.5909090909091,0.818181818181818,0,0,0,0,0,0,0,0,0
"yellowmouth rockfish","Average across years",636.227272727273,2.13636363636364,1.27272727272727,0.227272727272727,0.136363636363636,0,0.0454545454545455,0.0454545454545455,0.0454545454545455,0,0,0,0.272727272727273
"yellowtail rockfish north","Average across years",302.681818181818,42.7272727272727,27.3181818181818,3.68181818181818,1.63636363636364,0.954545454545455,0.636363636363636,0.727272727272727,0.363636363636364,0.636363636363636,0.5,0.318181818181818,5
"yellowtail rockfish south","Average across years",289.727272727273,3.22727272727273,2.31818181818182,0.136363636363636,0.0454545454545455,0.0909090909090909,0.0454545454545455,0,0,0.0454545454545455,0,0,0.272727272727273
